supplier_no;itemno;supplier_name;supplier_location;
1;101;Artson Engineering Ltd;Nashik
2;102;Walchandnagar Industries Limited;Pune
3;103;Acoustics India Pvt Ltd.;Tamil Nadu
4;104;Bharat Heavy Electricals Limited;Tamil Nadu
5;105;ASP Water and Power Projects Pvt Ltd;Visakhapatnam
6;106;Pune Engineering & Testing;Pune
7;107;The KCP Limited;Chennai
8;108;BGR Energy Systems Limited;Chennai
